DEPTH,RHOB,DT,GR,AI,AIR,PHIE,label
963.3,2217.1028,439.014,49.3193,5050186.5,-51445.7266,0.2706,3
963.45,2221.7993,437.6189,49.4497,5077026.0,-51445.7266,0.2677,3
963.6,2220.6038,434.7397,49.2458,5107915.5,-51445.7266,0.2684,3
963.7501,2226.3396,431.676,49.2167,5157473.5,-51445.7266,0.2647,3
963.9,2222.7598,428.7839,49.1792,5183889.5,-51445.7266,0.267,3
964.05,2215.1111,427.5388,49.1728,5181074.0,-51445.7266,0.2718,3
964.2,2244.6482,427.9145,48.4086,5245536.0,-51445.7266,0.2533,3
964.35,2254.5691,431.2904,48.182,5227553.5,-51445.7266,0.2471,3
964.5001,2243.1765,435.4263,48.166,5151815.5,-51445.7266,0.2542,3
964.65,2225.0674,438.9145,48.2301,5069590.5,-51445.7266,0.2656,3
964.8,2225.2622,439.5835,49.8611,5062206.5,-51445.7266,0.2655,3
964.95,2204.7427,438.9626,50.3692,5022601.0,-51445.7266,0.2783,3
965.1,2197.8813,436.8849,50.4925,5030839.0,-51445.7266,0.2825,3
965.2501,2204.4509,432.8376,50.4178,5093187.0,-51445.7266,0.2785,3
965.4,2206.2371,429.7768,50.2052,5133481.5,-51445.7266,0.2774,3
965.55,2216.5115,429.5923,49.7667,5159559.0,-51445.7266,0.2709,3
965.7,2224.1016,431.606,49.5947,5153113.0,-51445.7266,0.2662,3
965.85,2235.2324,433.5202,49.5947,5155992.0,-51445.7266,0.2593,3
966.0001,2235.4058,437.4815,52.2137,5109947.0,-51445.7266,0.2591,3
966.15,2234.0571,438.9578,53.7293,5089464.5,-55044.1211,0.26,3
966.3,2245.9014,437.9187,53.7293,5128617.5,-120977.8203,0.2526,3
966.45,2252.2197,436.5309,52.4348,5159371.5,-163409.5625,0.2486,3
966.6,2239.1321,435.2863,50.9698,5144022.0,-163409.5625,0.2568,3
966.7501,2240.231,434.2525,49.9943,5158854.0,-163409.5625,0.2561,3
966.9,2247.626,432.2675,48.9752,5199667.0,-163409.5625,0.2514,3
967.05,2244.8828,429.7866,48.1589,5223274.0,-163409.5625,0.2532,3
967.2,2239.6516,430.0822,47.869,5207572.5,-163409.5625,0.2565,3
967.35,2241.116,432.2208,47.6771,5185115.0,-163409.5625,0.2555,3
967.5001,2248.1995,433.8531,47.475,5181946.5,-163409.5625,0.2511,3
967.65,2248.3848,436.0989,47.9355,5155756.5,-163409.5625,0.251,3
967.8,2247.9167,437.6373,48.9216,5136485.5,-163409.5625,0.2513,3
967.95,2252.1067,436.7543,51.0954,5156488.5,-163409.5625,0.2487,3
968.1,2251.4233,435.291,53.2761,5172222.5,-163409.5625,0.2491,3
968.2501,2241.9712,434.7561,53.2761,5156859.0,-163409.5625,0.255,3
968.4,2238.5869,435.08,52.4086,5145231.0,-163409.5625,0.2572,3
968.55,2241.8247,435.7508,50.9427,5144782.5,-163409.5625,0.2551,3
968.7,2228.9592,437.2726,50.922,5097439.0,-163409.5625,0.2632,3
968.85,2214.1633,437.9771,50.922,5055433.0,-163409.5625,0.2724,3
969.0001,2215.6292,438.5964,50.922,5051636.5,-163409.5625,0.2715,3
969.15,2218.1001,439.2643,50.7858,5049580.0,-163409.5625,0.2699,3
969.3,2220.1184,439.818,50.7186,5047809.0,-163409.5625,0.2686,3
969.45,2223.8582,440.7827,51.3885,5045272.5,-163409.5625,0.2663,3
969.6,2222.7646,442.4223,51.4092,5024074.0,-163409.5625,0.267,3
969.7501,2230.3792,443.9744,51.4723,5023679.0,-163409.5625,0.2623,3
969.9,2227.405,445.4919,51.4723,4999898.5,-163409.5625,0.2642,3
970.05,2229.1194,448.338,51.1406,4972047.5,-169707.2188,0.263,3
970.2,2223.4517,452.6287,49.5896,4912431.0,-202130.25,0.2665,3
970.35,2216.4019,457.3048,48.6086,4846692.5,-233723.7812,0.271,3
970.5001,2231.637,460.8947,48.6086,4842036.5,-233723.7812,0.2615,3
970.65,2252.9875,458.0956,48.7668,4918185.5,-233723.7812,0.2481,3
970.8,2256.4624,455.7362,49.794,4951242.0,-233723.7812,0.2459,3
970.95,2246.5901,453.6372,49.8154,4952509.0,-233723.7812,0.2521,3
971.1,2263.4558,448.8655,50.0994,5042615.0,-233723.7812,0.2416,3
971.2501,2255.5366,448.9665,51.1944,5023846.0,-233723.7812,0.2465,3
971.4,2239.7271,449.7277,51.2176,4980210.0,-233723.7812,0.2564,3
971.55,2219.7336,452.4808,51.2316,4905694.5,-233723.7812,0.2689,3
971.7,2240.2876,455.848,51.5658,4914560.5,-233723.7812,0.2561,3
971.85,2265.301,453.606,51.5658,4993987.5,-233723.7812,0.2404,3
972.0001,2279.8,449.8455,51.5658,5067962.5,-233723.7812,0.2314,3
972.15,2255.3501,448.3204,51.1471,5030665.0,-233723.7812,0.2467,3
972.3,2243.5173,449.1974,50.8989,4994504.0,-233723.7812,0.254,3
972.45,2236.2871,451.8419,50.8304,4949279.5,-233723.7812,0.2585,3
972.6,2238.1775,454.1104,50.1865,4928713.0,-233723.7812,0.2574,3
972.7501,2242.563,452.1099,48.3839,4960228.5,-233723.7812,0.2546,3
972.9,2249.1133,447.6756,48.2443,5024035.0,-233723.7812,0.2506,3
973.05,2245.769,445.8795,48.2443,5036720.5,-233723.7812,0.2526,3
973.2,2229.542,446.3908,49.6286,4994606.0,-233723.7812,0.2628,3
973.35,2213.8755,449.2593,51.2062,4927892.0,-233723.7812,0.2726,3
973.5001,2222.7266,452.8762,51.4719,4908036.5,-233723.7812,0.267,3
973.65,2233.7021,453.3882,51.4814,4926689.0,-233723.7812,0.2602,3
973.8,2241.9282,452.4823,51.431,4954741.5,-233723.7812,0.255,3
973.95,2253.4822,450.9889,50.1253,4996783.5,-202136.0,0.2478,3
974.1,2279.3687,448.9044,48.0294,5077702.0,-156889.9531,0.2316,3
974.2501,2284.3196,446.9091,47.4795,5111388.0,-146768.375,0.2285,3
974.4,2268.7493,444.1917,47.4583,5107576.0,-146768.375,0.2383,3
974.55,2269.3015,440.6465,47.5249,5150041.0,-146768.375,0.238,3
974.7,2261.9351,437.4259,47.7564,5171022.5,-146768.375,0.2425,3
974.85,2255.7559,434.638,48.3314,5189997.0,-146768.375,0.2464,3
975.0001,2233.8108,434.0122,49.3777,5146893.5,-146768.375,0.2602,3
975.15,2214.8699,435.4568,50.3451,5086371.0,-146768.375,0.272,3
975.3,2210.3655,435.96,50.6284,5070111.5,-146768.375,0.2747,3
975.45,2210.7202,435.4756,50.6284,5076568.5,-146768.375,0.2745,3
975.6,2210.4612,434.4508,50.728,5087952.0,-146768.375,0.2747,3
975.7501,2224.8286,434.2089,51.2025,5123856.0,-146768.375,0.2657,3
975.9,2223.4331,435.1364,52.0985,5109780.0,-146768.375,0.2666,3
976.05,2222.0232,436.3985,52.5275,5091723.5,-146768.375,0.2675,3
976.2,2234.2285,437.6502,52.2413,5105043.0,-146768.375,0.2599,3
976.35,2245.7678,437.6061,52.0164,5131961.5,-146768.375,0.2527,3
976.5001,2253.8298,437.0421,52.0164,5157010.0,-146768.375,0.2476,3
976.65,2246.7786,437.4568,50.7004,5136030.5,-146768.375,0.252,3
976.8,2236.3103,439.347,48.9744,5090140.5,-146768.375,0.2586,3
976.95,2227.2876,441.701,47.9713,5042584.0,-146768.375,0.2642,3
977.1,2219.1931,442.3822,47.4187,5016465.0,-146768.375,0.2692,3
977.2501,2222.8274,441.2848,47.8941,5037205.5,-146768.375,0.267,3
977.4,2230.1011,439.3217,48.5366,5076297.0,-146768.375,0.2625,3
977.55,2239.4617,436.9359,48.6339,5125459.5,-146768.375,0.2566,3
977.7,2243.8997,433.6276,48.9417,5174821.0,-146768.375,0.2538,3
977.85,2247.0713,430.0093,49.3482,5225727.0,-104398.6797,0.2518,3
978.0001,2259.2761,426.5844,49.3482,5296429.0,-18918.7051,0.2442,3
978.15,2260.3254,422.9483,48.6944,5344201.0,12716.9844,0.2436,3
978.3,2257.9385,422.0041,47.4996,5350521.5,12716.9844,0.245,3
978.45,2265.5713,421.8837,47.4996,5370138.0,12716.9844,0.2402,3
978.6,2258.7036,422.2006,48.1478,5349829.5,12716.9844,0.2445,3
978.7501,2266.4668,422.652,49.9898,5362492.0,12716.9844,0.2397,3
978.9,2264.8376,423.262,50.9259,5350916.5,12716.9844,0.2407,3
979.05,2256.2166,424.2655,50.9259,5317980.0,12716.9844,0.2461,3
979.2,2227.9524,425.0054,50.2444,5242174.5,12716.9844,0.2638,3
979.35,2231.4482,424.9724,48.0218,5250811.5,12716.9844,0.2616,3
979.5001,2235.5779,424.3925,47.7975,5267710.5,12716.9844,0.259,3
979.65,2227.1665,422.9384,47.7975,5265945.0,12716.9844,0.2643,3
979.8,2221.6169,421.5443,47.7975,5270207.5,12716.9844,0.2677,3
979.95,2221.6006,423.8782,47.7869,5241151.5,12716.9844,0.2677,3
980.1,2215.9172,425.2817,47.7231,5210449.5,12716.9844,0.2713,3
980.2501,2244.3191,426.2539,47.4699,5265216.5,12716.9844,0.2535,3
980.4,2246.8594,426.6561,46.0463,5266208.5,12716.9844,0.2519,3
980.55,2245.3789,425.6047,46.0463,5275756.0,12716.9844,0.2529,3
980.7,2256.8882,424.1605,46.0463,5320839.5,12716.9844,0.2457,3
980.85,2257.7864,425.5383,46.0725,5305719.5,12716.9844,0.2452,3
981.0001,2256.7712,424.6333,46.478,5314639.5,12716.9844,0.2457,3
981.15,2268.4702,423.7044,47.2617,5353898.5,12716.9844,0.2385,3
981.3,2273.0806,423.559,47.2788,5366619.5,12716.9844,0.2356,3
981.45,2250.3,421.8947,48.4973,5333795.5,12716.9844,0.2498,3
981.6,2242.5,420.7605,48.6079,5329636.0,12716.9844,0.2547,3
981.7501,2239.4402,419.3335,50.2383,5340476.5,12716.9844,0.2566,3
981.9,2251.7781,419.3937,50.6301,5369127.0,16973.5566,0.2489,3
982.05,2268.793,420.7373,50.6427,5392418.0,90098.5781,0.2383,3
982.2,2286.406,422.4538,50.6427,5412198.0,93647.9453,0.2272,3
982.35,2282.2625,425.3773,50.5128,5365294.5,93647.9453,0.2298,3
982.5001,2241.9897,424.3221,50.1642,5283674.5,93647.9453,0.255,3
982.65,2238.3433,423.2145,50.1296,5288913.5,93647.9453,0.2573,3
982.8,2255.8694,422.2872,49.5299,5342040.0,93647.9453,0.2464,3
982.95,2267.7881,422.3471,49.443,5369488.0,93647.9453,0.2389,3
983.1,2266.7117,423.9721,47.7044,5346388.5,93647.9453,0.2396,3
983.2501,2259.9968,423.8314,47.2441,5332299.5,93647.9453,0.2438,3
983.4,2263.8655,422.2935,47.2171,5360906.0,93647.9453,0.2414,3
983.55,2253.7554,421.2866,47.3412,5349689.0,93647.9453,0.2477,3
983.7,2255.4421,420.8913,47.9742,5358730.0,93647.9453,0.2466,3
983.85,2260.5239,419.486,49.0473,5388821.0,93647.9453,0.2434,3
984.0001,2247.7319,419.2741,49.5277,5361014.5,93647.9453,0.2514,3
984.15,2245.3262,421.7111,49.7658,5324375.0,93647.9453,0.2529,3
984.3,2240.9907,423.3868,49.8619,5293026.5,93647.9453,0.2556,3
984.45,2224.6826,425.2848,49.8746,5231128.5,93647.9453,0.2658,3
984.6,2224.8623,425.6193,49.8444,5227361.0,93647.9453,0.2657,3
984.7501,2235.0349,423.4174,49.8003,5278661.5,93647.9453,0.2593,3
984.9,2247.7893,421.2277,49.7432,5336336.0,93647.9453,0.2514,3
985.05,2260.4646,419.5509,48.1636,5387864.5,93647.9453,0.2435,3
985.2,2268.5825,419.2672,47.2629,5410825.5,93647.9453,0.2384,3
985.35,2277.6809,420.8505,46.8405,5412094.0,93647.9453,0.2327,3
985.5001,2282.7283,421.724,46.559,5412849.0,93647.9453,0.2295,3
985.65,2275.8428,421.5065,47.1783,5399302.0,93647.9453,0.2338,3
985.8,2272.4592,420.9708,47.7232,5398148.0,93647.9453,0.236,3
985.95,2271.959,420.0385,49.2087,5408933.5,92844.1797,0.2363,3
986.1,2262.7153,419.6635,50.4567,5391745.0,89558.5625,0.242,3
986.2501,2244.3916,419.8123,50.4567,5346178.0,87177.5156,0.2535,3
986.4,2231.0554,419.5645,50.2047,5317549.5,87177.5156,0.2619,3
986.55,2233.825,419.7043,49.8912,5322372.0,87177.5156,0.2601,3
986.7,2237.3958,419.6527,49.0967,5331544.0,87177.5156,0.2579,3
986.85,2232.3708,418.0164,47.9064,5340412.0,87177.5156,0.261,3
987.0001,2226.6787,417.0195,47.3914,5339516.5,87177.5156,0.2646,3
987.15,2213.8914,418.037,47.3381,5295986.0,87177.5156,0.2725,3
987.3,2204.7144,419.6745,47.7942,5253384.0,87177.5156,0.2783,3
987.45,2212.4133,420.7799,48.1182,5257888.0,87177.5156,0.2735,3
987.6,2219.6973,420.3325,48.1198,5280839.0,87177.5156,0.2689,3
987.7501,2237.9197,418.9539,48.5408,5341773.0,87177.5156,0.2576,3
987.9,2246.7673,417.3641,49.1712,5383231.5,87177.5156,0.252,3
988.05,2245.1943,418.0288,49.5234,5370938.0,87177.5156,0.253,3
988.2,2246.4189,420.1033,49.2232,5347305.5,87177.5156,0.2523,3
988.35,2254.3286,422.7309,50.2201,5332810.0,87177.5156,0.2473,3
988.5001,2253.1318,423.7536,50.4788,5317095.5,87177.5156,0.2481,3
988.65,2270.0588,423.1848,50.786,5364227.0,87177.5156,0.2375,3
988.8,2261.4016,422.4086,51.7688,5353570.0,87177.5156,0.2429,3
988.95,2244.9001,421.6429,52.0509,5324192.0,87177.5156,0.2532,3
989.1,2262.3206,421.2768,52.5888,5370155.0,87177.5156,0.2423,3
989.2501,2268.7439,422.2531,52.8416,5372949.5,87177.5156,0.2383,3
989.4,2283.1843,422.1143,52.8416,5408928.5,87177.5156,0.2293,3
989.55,2286.7617,421.7157,52.4557,5422522.0,87177.5156,0.227,3
989.7,2281.8162,422.2786,50.332,5403587.5,87177.5156,0.2301,3
989.85,2261.3064,422.6244,50.332,5350628.0,87177.5156,0.2429,3
990.0001,2255.6992,422.3044,50.3945,5341415.5,87072.2891,0.2465,3
990.15,2237.5176,423.0675,50.9289,5288804.0,85893.9141,0.2578,3
990.3,2222.062,423.8842,51.0691,5242143.0,82731.9141,0.2675,3
990.45,2224.7666,424.0252,51.112,5246780.0,82731.9141,0.2658,3
990.6,2237.3008,423.6404,51.112,5281134.5,82731.9141,0.258,3
990.7501,2254.458,423.0388,51.147,5329207.5,82731.9141,0.2472,3
990.9,2270.76,421.1248,52.3977,5392130.5,82731.9141,0.237,3
991.05,2265.0,420.0085,52.3977,5392747.5,82731.9141,0.2406,3
991.2,2254.1711,419.4505,51.6309,5374105.0,82731.9141,0.2474,3
991.35,2263.0569,419.0,51.6259,5401090.5,82731.9141,0.2419,3
991.5001,2259.9397,418.5475,47.4072,5399482.0,82731.9141,0.2438,3
991.65,2247.9612,416.4473,47.0373,5397948.0,82731.9141,0.2513,3
991.8,2248.8755,416.4509,47.0264,5400098.5,82731.9141,0.2507,3
991.95,2241.873,417.035,47.2143,5375746.5,82731.9141,0.2551,3
992.1,2261.6592,418.0404,49.9882,5410135.0,82731.9141,0.2427,3
992.2501,2278.0103,420.3878,50.4906,5418828.5,82731.9141,0.2325,3
992.4,2273.6582,421.5374,51.1053,5393736.0,82731.9141,0.2352,3
992.55,2261.1802,421.452,51.196,5365213.0,82731.9141,0.243,3
992.7,2261.1006,422.397,52.0956,5353026.0,82731.9141,0.243,3
992.85,2261.7441,422.2224,52.5101,5356761.5,82731.9141,0.2426,3
993.0001,2243.7947,419.5348,52.564,5348277.0,82731.9141,0.2539,3
993.15,2243.3145,419.39,52.564,5348992.0,82731.9141,0.2542,3
993.3,2222.6204,419.7827,51.5924,5294703.5,82731.9141,0.2671,3
993.45,2217.8845,418.6278,51.297,5298006.0,82731.9141,0.2701,3
993.6,2227.1555,417.5685,51.297,5333645.5,82731.9141,0.2643,3
993.7501,2232.2444,416.4845,52.6193,5359741.5,82731.9141,0.2611,3
993.9,2229.8894,416.1837,53.8622,5357945.5,82731.9141,0.2626,3
994.05,2249.3396,417.8238,55.0367,5383414.0,82731.9141,0.2504,3
994.2,2256.7119,423.9146,55.4346,5323949.5,83835.8203,0.2458,3
994.35,2236.2947,427.9133,55.4346,5226156.0,101062.0078,0.2586,3
994.5001,2229.0098,427.8246,55.161,5210120.0,109916.8906,0.2631,3
994.65,2231.9536,426.4255,54.4062,5234118.0,109916.8906,0.2613,3
994.8,2229.6045,422.9825,53.788,5271277.0,109916.8906,0.2627,3
994.95,2234.2463,419.6848,53.5841,5323707.5,109916.8906,0.2598,3
995.1,2231.9165,418.5172,52.5392,5332910.0,109916.8906,0.2613,3
995.2501,2216.3801,417.187,51.6931,5312656.0,109916.8906,0.271,3
995.4,2208.5828,415.2882,51.6244,5318218.0,109916.8906,0.2759,3
995.55,2215.9597,413.6666,51.7067,5356923.0,109916.8906,0.2713,3
995.7,2239.8662,411.8908,51.7004,5438145.0,109916.8906,0.2563,3
995.85,2246.5808,411.0103,51.4314,5466003.0,109916.8906,0.2521,3
996.0001,2249.9011,410.366,51.2333,5482753.5,109916.8906,0.25,3
996.15,2263.7532,409.9153,50.9352,5522497.0,109916.8906,0.2414,3
996.3,2246.8933,411.3794,50.2109,5462020.0,109916.8906,0.2519,3
996.45,2229.874,412.1515,49.7362,5410349.5,109916.8906,0.2626,3
996.6,2231.8052,411.0553,49.7362,5429454.5,109916.8906,0.2614,3
996.7501,2225.7971,410.4863,49.7563,5422341.5,109916.8906,0.2651,3
996.9,2226.593,410.5579,51.0922,5423331.0,109916.8906,0.2646,3
997.05,2242.3447,411.1491,53.6099,5453832.0,109916.8906,0.2548,3
997.2,2246.3396,413.1454,54.3859,5437321.5,109916.8906,0.2523,3
997.35,2232.7983,416.5043,54.3859,5360927.0,109916.8906,0.2607,3
997.5001,2225.4302,418.844,53.794,5313264.0,109916.8906,0.2654,3
997.65,2215.8154,418.3631,52.5283,5296388.5,109916.8906,0.2714,3
997.8,2215.9255,417.0463,52.0489,5313489.5,109916.8906,0.2713,3
997.95,2232.0991,414.743,51.0447,5381904.0,109916.8906,0.2612,3
998.1,2226.1042,413.1585,51.215,5387998.0,109916.8906,0.2649,3
998.2501,2214.1902,411.6137,50.6199,5379399.0,109916.8906,0.2724,3
998.4,2227.8923,408.9948,50.5648,5447256.5,111994.75,0.2638,3
998.55,2239.8601,408.5157,50.5648,5482921.0,120664.2969,0.2563,3
998.7,2247.7986,409.5562,50.5648,5488374.5,126720.7031,0.2514,3
998.85,2255.1799,410.1693,50.7029,5498169.5,126720.7031,0.2468,3
999.0001,2264.897,410.3495,51.6801,5519455.5,126720.7031,0.2407,3
999.15,2257.1023,411.3348,53.3579,5487284.0,126720.7031,0.2455,3
999.3,2258.3025,409.4691,53.3579,5515187.0,126720.7031,0.2448,3
999.45,2241.1829,408.093,53.4363,5491848.0,126720.7031,0.2555,3
999.6,2231.2556,408.5756,54.0481,5461059.5,126720.7031,0.2617,3
999.7501,2234.6033,409.2384,53.9711,5460395.5,126720.7031,0.2597,3
999.9,2232.4187,408.931,53.1319,5459170.0,126720.7031,0.261,3
1000.05,2217.4312,410.3075,53.7322,5404321.0,126720.7031,0.2703,3
1000.2,2220.4502,412.5794,54.5209,5381874.5,126720.7031,0.2685,3
1000.35,2230.8511,414.8219,53.6896,5377851.5,126720.7031,0.2619,3
1000.5001,2249.3037,415.4811,53.5041,5413733.5,126720.7031,0.2504,3
1000.65,2258.3999,415.7392,53.5041,5432252.0,126720.7031,0.2448,3
1000.8,2230.5671,414.2509,53.5041,5384577.0,126720.7031,0.2622,3
1000.95,2220.3362,413.7373,53.5041,5366535.5,126720.7031,0.2685,3
1001.1,2222.575,414.0427,54.6979,5367984.0,126720.7031,0.2672,3
1001.2501,2211.3091,416.9097,57.0697,5304079.5,126720.7031,0.2742,3
1001.4,2211.3284,418.795,57.3928,5280223.0,126720.7031,0.2741,3
1001.55,2215.0273,419.0668,57.4066,5285618.5,126720.7031,0.2718,3
1001.7,2220.6323,418.7212,57.6392,5303369.0,126720.7031,0.2683,3
1001.85,2216.4958,417.7849,57.6689,5305352.5,126720.7031,0.271,3
1002.0001,2210.9348,418.8701,58.2019,5278344.5,126720.7031,0.2744,3
1002.15,2224.6399,421.0668,58.5477,5283334.0,126720.7031,0.2658,3
1002.3,2217.8105,423.1136,58.596,5241678.5,126720.7031,0.2701,3
1002.45,2216.2036,424.152,56.4931,5225025.0,126720.7031,0.2712,3
1002.6,2223.7573,425.56,55.8821,5225483.5,126720.7031,0.2664,3
1002.7501,2229.8787,428.5257,55.3556,5203646.0,110189.8672,0.2626,3
1002.9,2224.1814,430.239,55.2099,5169660.5,104546.4609,0.2661,3
1003.05,2223.1204,430.0027,55.2099,5170018.5,104290.7266,0.2668,3
1003.2,2215.4314,425.4359,55.4496,5207571.5,104290.7266,0.2716,3
1003.35,2230.3826,422.5313,56.0217,5278689.5,104290.7266,0.2622,3
1003.5001,2240.7908,421.0411,56.2152,5322045.0,104290.7266,0.2558,3
1003.65,2234.8506,421.8461,56.2152,5297832.0,104290.7266,0.2595,3
1003.8,2234.1338,423.8671,56.2152,5270855.0,104290.7266,0.2599,3
1003.95,2244.4248,424.8883,56.8099,5282380.5,104290.7266,0.2535,3
1004.1,2246.6396,425.2634,57.4326,5282939.5,104290.7266,0.2521,3
1004.2501,2229.7009,426.3548,57.8876,5229753.0,104290.7266,0.2627,3
1004.4,2211.9556,426.5972,58.4529,5185107.0,104290.7266,0.2737,3
1004.55,2211.8247,424.7203,58.7106,5207808.0,104290.7266,0.2739,3
1004.7,2226.8391,422.2979,58.7057,5273245.5,104290.7266,0.2645,3
1004.85,2247.2852,419.3088,58.7019,5359708.0,104290.7266,0.2517,3
1005.0001,2252.0496,414.9492,58.4799,5427430.0,104290.7266,0.2487,3
1005.15,2243.8948,412.7646,58.0422,5436263.5,104290.7266,0.2538,3
1005.3,2250.6931,412.7229,57.4342,5453293.5,104290.7266,0.2496,3
1005.45,2265.281,411.6555,56.7525,5502903.0,104290.7266,0.2405,3
1005.6,2270.3264,411.0941,56.4267,5522647.0,104290.7266,0.2373,3
1005.7501,2274.4744,412.0326,56.4267,5520130.0,104290.7266,0.2347,3
1005.9,2284.3606,414.074,56.4267,5516812.5,104290.7266,0.2285,3
1006.05,2286.2642,416.3674,56.7622,5491014.5,104290.7266,0.2274,3
1006.2,2280.5989,418.9249,57.3885,5444060.0,104290.7266,0.2309,3
1006.35,2270.9092,421.37,57.8753,5389332.5,104290.7266,0.2369,3
1006.5001,2254.4348,420.4483,58.2315,5362007.0,104290.7266,0.2472,3
1006.65,2242.0964,418.7985,58.2315,5353582.0,104290.7266,0.2549,3
1006.8,2218.1982,417.3727,58.2315,5314690.5,92503.5781,0.2699,3
1006.95,2221.2363,416.6829,57.8831,5330759.0,64008.7461,0.268,3
1007.1,2221.4829,418.0916,57.1333,5313466.0,50998.8047,0.2678,3
1007.2501,2212.5151,420.7528,57.0625,5258545.0,50998.8047,0.2734,3
1007.4,2208.1228,422.6945,57.0625,5223923.0,50998.8047,0.2762,3
1007.55,2216.5898,422.0333,57.6682,5252228.0,50998.8047,0.2709,3
1007.7,2225.3723,420.1496,59.3321,5296618.0,50998.8047,0.2654,3
1007.85,2225.2808,419.2238,59.4923,5308094.0,50998.8047,0.2654,3
1008.0001,2244.2263,419.6066,60.031,5348396.5,50998.8047,0.2536,3
1008.15,2250.9551,421.4038,60.0781,5341702.5,50998.8047,0.2494,3
1008.3,2236.5591,425.1337,60.0669,5260866.0,50998.8047,0.2584,3
1008.45,2248.4885,428.3054,60.0182,5249712.0,50998.8047,0.2509,3
1008.6,2269.1025,429.5508,59.836,5282500.0,50998.8047,0.2381,3
1008.7501,2259.3459,429.2356,58.6276,5263622.0,50998.8047,0.2441,3
1008.9,2222.863,427.6776,57.2026,5197521.0,50998.8047,0.267,3
1009.05,2210.9834,425.3604,56.2883,5197909.0,50998.8047,0.2744,3
1009.2,2225.5522,428.3603,55.6963,5195516.0,50998.8047,0.2653,3
1009.35,2239.6086,431.208,55.4517,5193801.0,50998.8047,0.2565,3
1009.5001,2236.491,430.8697,55.384,5190644.5,50998.8047,0.2584,3
1009.65,2223.8147,427.9864,54.1915,5196016.5,50998.8047,0.2664,3
1009.8,2219.8779,423.0714,54.1915,5247088.5,50998.8047,0.2688,3
1009.95,2237.3557,417.8658,54.1941,5354243.0,50998.8047,0.2579,3
1010.1,2259.7,418.9101,54.5619,5394236.5,50998.8047,0.2439,3
1010.2501,2256.9185,421.3612,56.2508,5356257.0,50998.8047,0.2457,3
1010.4,2255.7319,425.8231,56.2619,5297362.0,50998.8047,0.2464,3
1010.55,2264.7253,427.1346,55.1425,5302133.5,50998.8047,0.2408,3
1010.7,2266.5205,426.9613,55.096,5308492.5,50998.8047,0.2397,3
1010.85,2245.4695,426.0974,55.096,5269844.0,50998.8047,0.2529,3
1011.0001,2225.2507,425.5574,54.6336,5229022.0,20120.3047,0.2655,3
1011.15,2236.5491,426.1567,54.5899,5248180.5,-12358.21,0.2584,3
1011.3,2256.3157,427.9523,53.7842,5272342.0,-15871.9512,0.246,3
1011.45,2253.772,427.0627,53.6743,5277381.0,-15871.9512,0.2476,3
1011.6,2258.8418,425.9629,53.6743,5302917.0,-15871.9512,0.2445,3
1011.7501,2269.0696,423.1541,55.4398,5362346.0,-15871.9512,0.238,3
1011.9,2272.3645,419.4487,56.6749,5417579.5,-15871.9512,0.236,3
1012.05,2267.0181,419.4018,56.8772,5405370.5,-15871.9512,0.2394,3
1012.2,2269.6143,419.9393,56.8772,5404623.0,-15871.9512,0.2378,3
1012.35,2270.24,420.4943,55.6556,5398981.0,-15871.9512,0.2373,3
1012.5001,2250.2087,422.3168,54.9058,5328338.0,-15871.9512,0.2498,3
1012.65,2234.3071,426.0121,54.7096,5244867.5,-15871.9512,0.2598,3
1012.8,2232.9883,428.7411,54.6834,5208264.5,-15871.9512,0.2606,3
1012.95,2227.7202,431.2104,54.753,5166266.5,-15871.9512,0.2639,3
1013.1,2218.8132,431.2629,56.8614,5144915.5,-15871.9512,0.2695,3
1013.2501,2223.9846,429.9429,57.81,5172778.5,-15871.9512,0.2662,3
1013.4,2243.3914,429.6821,57.81,5221040.5,-15871.9512,0.2541,3
1013.55,2247.886,433.0818,56.962,5190647.0,-15871.9512,0.2513,3
1013.7,2235.709,437.3845,56.4529,5111715.0,-15871.9512,0.2589,3
1013.85,2237.5911,440.0659,56.0747,5084666.0,-15871.9512,0.2578,3
1014.0001,2235.1616,440.9788,55.0713,5068641.0,-15871.9512,0.2593,3
1014.15,2224.8389,439.3954,52.7132,5063430.0,-15871.9512,0.2657,3
1014.3,2226.322,436.5524,51.352,5099871.0,-15871.9512,0.2648,3
1014.45,2237.7205,434.6957,51.352,5147813.5,-15871.9512,0.2577,3
1014.6,2248.2834,432.6253,51.3785,5196934.5,-15871.9512,0.2511,3
1014.7501,2248.0325,427.9659,52.6817,5253043.0,-15871.9512,0.2512,3
1014.9,2261.6235,421.8915,54.8558,5361261.0,-15871.9512,0.2427,3
1015.05,2273.8472,416.0398,56.2552,5465616.0,-35307.2266,0.2351,3
1015.2,2270.3411,413.0635,56.7006,5496348.5,-69482.7422,0.2373,3
1015.35,2278.0776,413.4599,56.7006,5509784.5,-84474.2188,0.2325,3
1015.5001,2280.6812,414.5201,56.6136,5502007.0,-84474.2188,0.2308,3
1015.65,2269.8462,416.3701,56.3512,5451623.5,-84474.2188,0.2376,3
1015.8,2253.8552,419.2802,55.5812,5375695.0,-84474.2188,0.2476,3
1015.95,2237.1738,422.2719,53.6541,5298045.0,-84474.2188,0.258,3
1016.1,2226.9121,424.8692,51.9251,5241451.5,-84474.2188,0.2644,3
1016.2501,2234.4709,426.9966,51.9251,5232992.0,-84474.2188,0.2597,3
